passer,team,passerid,airyards,completion,int,td
M.Mariota,TEN,7,19,Complete,0,0
M.Mariota,TEN,7,-5,Incomplete Pass,0,0
M.Mariota,TEN,7,18,Complete,0,0
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,39,Complete,0,0
M.Mariota,TEN,7,16,Complete,0,0
M.Mariota,TEN,7,-6,Complete,0,1
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,-5,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,9,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Incomplete Pass,0,0
M.Mariota,TEN,7,16,Incomplete Pass,0,0
M.Mariota,TEN,7,42,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,30,Incomplete Pass,0,0
M.Mariota,TEN,7,17,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,16,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,17,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,1
M.Mariota,TEN,7,17,Complete,0,1
M.Mariota,TEN,7,-3,Complete,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,-1,Incomplete Pass,0,0
M.Mariota,TEN,7,15,Incomplete Pass,0,0
M.Mariota,TEN,7,20,Incomplete Pass,1,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,19,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,24,Complete,0,0
M.Mariota,TEN,7,26,Incomplete Pass,1,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,18,Incomplete Pass,0,0
M.Mariota,TEN,7,19,Complete,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,14,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,13,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,17,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,1,1
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,20,Incomplete Pass,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,19,Complete,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,16,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,14,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,17,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,36,Incomplete Pass,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,18,Complete,0,0
M.Mariota,TEN,7,-5,Complete,0,0
M.Mariota,TEN,7,28,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,23,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,31,Incomplete Pass,0,0
M.Mariota,TEN,7,35,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,13,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,26,Complete,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,23,Complete,0,0
M.Mariota,TEN,7,16,Complete,0,1
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,25,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,11,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,25,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,24,Incomplete Pass,1,0
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,25,Complete,0,0
M.Mariota,TEN,7,-6,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,11,Complete,0,1
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,14,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,17,Incomplete Pass,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,19,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,4,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Incomplete Pass,1,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,9,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,18,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,41,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,18,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,1
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,23,Incomplete Pass,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,17,Complete,0,0
M.Mariota,TEN,7,25,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,7,Incomplete Pass,0,0
M.Mariota,TEN,7,7,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,1
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,23,Incomplete Pass,1,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,17,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,19,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,-5,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,1,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,35,Complete,0,1
M.Mariota,TEN,7,29,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,17,Incomplete Pass,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,7,Incomplete Pass,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,-7,Complete,0,0
M.Mariota,TEN,7,20,Incomplete Pass,1,0
M.Mariota,TEN,7,16,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Incomplete Pass,1,0
M.Mariota,TEN,7,14,Complete,0,0
M.Mariota,TEN,7,-1,Incomplete Pass,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,33,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,16,Incomplete Pass,1,0
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,19,Incomplete Pass,1,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,1
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,14,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,24,Incomplete Pass,0,0
M.Mariota,TEN,7,18,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,23,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,11,Incomplete Pass,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,16,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,-5,Complete,0,0
M.Mariota,TEN,7,13,Complete,0,0
M.Mariota,TEN,7,12,Incomplete Pass,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,18,Complete,0,0
M.Mariota,TEN,7,16,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,19,Complete,0,1
M.Mariota,TEN,7,43,Incomplete Pass,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,-5,Complete,0,0
M.Mariota,TEN,7,27,Incomplete Pass,0,0
M.Mariota,TEN,7,-4,Complete,0,0
M.Mariota,TEN,7,14,Complete,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,-1,Complete,0,0
M.Mariota,TEN,7,41,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,26,Incomplete Pass,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,20,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,23,Incomplete Pass,1,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,-1,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,28,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,22,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,13,Complete,0,0
M.Mariota,TEN,7,21,Complete,0,0
M.Mariota,TEN,7,4,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Complete,0,1
M.Mariota,TEN,7,16,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,16,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,13,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,11,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,8,Complete,0,1
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,8,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,11,Incomplete Pass,0,0
M.Mariota,TEN,7,27,Incomplete Pass,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,20,Incomplete Pass,1,0
M.Mariota,TEN,7,18,Complete,0,0
M.Mariota,TEN,7,12,Complete,0,0
M.Mariota,TEN,7,19,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,7,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,-6,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,7,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,23,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,0,Complete,0,0
M.Mariota,TEN,7,15,Complete,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,10,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,9,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,32,Incomplete Pass,0,0
M.Mariota,TEN,7,17,Complete,0,0
M.Mariota,TEN,7,0,Incomplete Pass,0,0
M.Mariota,TEN,7,10,Incomplete Pass,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,24,Incomplete Pass,0,0
M.Mariota,TEN,7,19,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,5,Complete,0,0
M.Mariota,TEN,7,6,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,-2,Complete,0,1
M.Mariota,TEN,7,7,Incomplete Pass,0,0
M.Mariota,TEN,7,19,Incomplete Pass,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,14,Incomplete Pass,0,0
M.Mariota,TEN,7,16,Incomplete Pass,0,0
M.Mariota,TEN,7,8,Complete,0,0
M.Mariota,TEN,7,5,Incomplete Pass,0,0
M.Mariota,TEN,7,9,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,38,Incomplete Pass,0,0
M.Mariota,TEN,7,-2,Complete,0,0
M.Mariota,TEN,7,6,Complete,0,0
M.Mariota,TEN,7,4,Complete,0,0
M.Mariota,TEN,7,14,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Complete,0,0
B.Bortles,JAX,8,15,Complete,0,0
B.Bortles,JAX,8,18,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,7,Incomplete Pass,0,0
B.Bortles,JAX,8,30,Incomplete Pass,0,0
B.Bortles,JAX,8,17,Incomplete Pass,0,0
B.Bortles,JAX,8,-3,Complete,0,0
B.Bortles,JAX,8,7,Incomplete Pass,0,0
B.Bortles,JAX,8,12,Complete,0,0
B.Bortles,JAX,8,7,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,17,Incomplete Pass,0,0
B.Bortles,JAX,8,15,Incomplete Pass,0,0
B.Bortles,JAX,8,9,Incomplete Pass,0,0
B.Bortles,JAX,8,-1,Incomplete Pass,0,0
B.Bortles,JAX,8,11,Complete,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,31,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,-3,Complete,0,0
B.Bortles,JAX,8,8,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,5,Incomplete Pass,1,0
B.Bortles,JAX,8,15,Incomplete Pass,0,0
B.Bortles,JAX,8,18,Incomplete Pass,1,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,13,Incomplete Pass,0,0
B.Bortles,JAX,8,7,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,6,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,-4,Incomplete Pass,0,0
B.Bortles,JAX,8,16,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,21,Incomplete Pass,0,0
B.Bortles,JAX,8,24,Incomplete Pass,0,0
B.Bortles,JAX,8,6,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,14,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,18,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,14,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,6,Complete,0,1
B.Bortles,JAX,8,18,Complete,0,0
B.Bortles,JAX,8,6,Incomplete Pass,0,0
B.Bortles,JAX,8,-4,Complete,0,0
B.Bortles,JAX,8,12,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,13,Complete,0,0
B.Bortles,JAX,8,13,Complete,0,1
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,6,Complete,0,0
B.Bortles,JAX,8,12,Incomplete Pass,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,10,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Complete,0,1
B.Bortles,JAX,8,-3,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,7,Complete,0,0
B.Bortles,JAX,8,6,Complete,0,0
B.Bortles,JAX,8,11,Incomplete Pass,0,0
B.Bortles,JAX,8,9,Complete,0,0
B.Bortles,JAX,8,-1,Incomplete Pass,0,0
B.Bortles,JAX,8,10,Incomplete Pass,0,0
B.Bortles,JAX,8,28,Complete,0,1
B.Bortles,JAX,8,4,Complete,0,1
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,12,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,15,Complete,0,0
B.Bortles,JAX,8,21,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Complete,0,1
B.Bortles,JAX,8,6,Complete,0,0
B.Bortles,JAX,8,19,Incomplete Pass,0,0
B.Bortles,JAX,8,19,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,17,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,4,Incomplete Pass,0,0
B.Bortles,JAX,8,12,Incomplete Pass,0,0
B.Bortles,JAX,8,15,Incomplete Pass,0,0
B.Bortles,JAX,8,19,Incomplete Pass,0,0
B.Bortles,JAX,8,14,Incomplete Pass,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,-4,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,-15,Incomplete Pass,1,0
B.Bortles,JAX,8,-1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,11,Incomplete Pass,0,0
B.Bortles,JAX,8,14,Incomplete Pass,0,0
B.Bortles,JAX,8,12,Incomplete Pass,0,0
B.Bortles,JAX,8,28,Incomplete Pass,0,0
B.Bortles,JAX,8,11,Incomplete Pass,0,0
B.Bortles,JAX,8,-5,Complete,0,0
B.Bortles,JAX,8,22,Complete,0,0
B.Bortles,JAX,8,6,Incomplete Pass,0,0
B.Bortles,JAX,8,27,Incomplete Pass,0,0
B.Bortles,JAX,8,8,Complete,0,0
B.Bortles,JAX,8,-1,Complete,0,0
B.Bortles,JAX,8,-1,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,-5,Incomplete Pass,0,0
B.Bortles,JAX,8,13,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,6,Incomplete Pass,1,0
B.Bortles,JAX,8,27,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,17,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,1
B.Bortles,JAX,8,36,Incomplete Pass,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,15,Incomplete Pass,0,0
B.Bortles,JAX,8,0,Incomplete Pass,0,0
B.Bortles,JAX,8,10,Incomplete Pass,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,15,Incomplete Pass,0,0
B.Bortles,JAX,8,5,Incomplete Pass,0,0
B.Bortles,JAX,8,-5,Complete,0,0
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,9,Incomplete Pass,0,0
B.Bortles,JAX,8,-1,Complete,0,0
B.Bortles,JAX,8,-1,Incomplete Pass,0,0
B.Bortles,JAX,8,7,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,18,Complete,0,0
B.Bortles,JAX,8,7,Incomplete Pass,1,0
B.Bortles,JAX,8,16,Complete,0,0
B.Bortles,JAX,8,-2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,6,Incomplete Pass,0,0
B.Bortles,JAX,8,11,Complete,0,0
B.Bortles,JAX,8,5,Complete,0,0
B.Bortles,JAX,8,0,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
