passer,team,passerid,down,completion,int,td
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,1,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,1
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,1,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,1
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,1
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,1,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,1,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,1
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,1,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Incomplete Pass,1,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,1,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,1,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,1
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,1
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,1,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,4,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,1
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,1
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,1,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,4,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Complete,0,1
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
M.Mariota,TEN,7,2,Incomplete Pass,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Complete,0,0
M.Mariota,TEN,7,1,Complete,0,0
M.Mariota,TEN,7,3,Incomplete Pass,0,0
M.Mariota,TEN,7,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,1,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,1,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,NA,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,1
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,1
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,1
B.Bortles,JAX,8,2,Complete,0,1
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,1,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,1,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,4,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,1,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,1
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,4,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,1
B.Bortles,JAX,8,NA,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,1,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,1,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Complete,0,1
B.Bortles,JAX,8,2,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,1,Incomplete Pass,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Complete,0,0
B.Bortles,JAX,8,3,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Incomplete Pass,0,0
B.Bortles,JAX,8,1,Complete,0,0
B.Bortles,JAX,8,2,Complete,0,0
