T.Brady,NE,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
-2,Complete,0,0,1,2,10,7,8
7,Complete,0,0,2,2,10,7,8
17,Complete,0,0,3,2,10,7,8
2,Complete,0,0,2,2,10,7,8
13,Complete,0,0,3,2,10,7,8
10,Incomplete Pass,0,0,1,2,10,7,8
22,Incomplete Pass,0,0,2,2,10,7,8
5,Complete,0,0,2,3,10,10,12
5,Complete,0,0,1,3,10,10,12
-2,Complete,0,0,2,3,10,10,12
5,Complete,0,0,1,3,10,10,12
5,Complete,0,0,1,3,10,10,12
16,Incomplete Pass,0,0,2,3,10,10,12
0,Complete,0,0,3,3,10,10,12
5,Incomplete Pass,0,0,2,3,10,10,12
9,Incomplete Pass,0,0,3,3,10,10,12
4,Incomplete Pass,0,0,3,4,10,17,14
13,Complete,0,0,3,4,10,17,16
1,Complete,0,0,2,4,10,17,16
7,Complete,0,0,2,4,10,17,16
5,Complete,0,0,1,4,10,17,16
10,Complete,0,0,1,4,10,17,16
4,Incomplete Pass,0,0,2,4,10,17,16
24,Incomplete Pass,0,0,3,4,10,17,16
3,Complete,0,0,1,4,13,17,18
16,Complete,0,0,2,4,13,17,18
0,Complete,0,0,1,4,13,17,18
6,Incomplete Pass,0,0,2,4,13,17,18
4,Incomplete Pass,0,0,3,4,13,17,18
20,Complete,0,0,4,4,13,17,18
29,Incomplete Pass,0,1,1,4,13,17,18
4,Complete,0,0,1,4,13,24,20
14,Incomplete Pass,0,0,1,4,13,24,20
2,Complete,0,0,2,4,13,24,20
13,Complete,0,0,1,1,0,0,2
7,Complete,0,0,2,1,0,0,2
6,Complete,0,0,2,1,0,0,2
9,Complete,0,0,2,1,3,0,4
-1,Complete,0,0,3,1,3,0,4
22,Incomplete Pass,0,0,3,2,3,0,6
17,Incomplete Pass,0,0,3,2,3,0,6
18,Incomplete Pass,0,0,2,2,3,0,8
13,Incomplete Pass,0,0,3,2,3,0,8
18,Incomplete Pass,0,0,2,2,3,3,10
-6,Incomplete Pass,0,0,3,2,3,3,10
D.Watson,HOU,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
4,Complete,0,0,3,3,0,12,14
6,Complete,0,0,2,3,0,12,14
2,Complete,0,0,2,3,0,12,14
3,Incomplete Pass,0,0,1,3,0,12,14
6,Incomplete Pass,0,0,2,3,0,12,14
6,Incomplete Pass,0,0,1,3,0,12,14
8,Complete,0,0,2,3,0,12,14
4,Complete,1,0,1,3,0,12,14
10,Incomplete Pass,0,0,2,3,7,19,16
12,Incomplete Pass,0,0,2,3,7,19,16
16,Incomplete Pass,0,0,2,3,7,19,16
3,Complete,0,0,1,3,7,19,16
9,Complete,0,0,1,4,7,19,18
25,Incomplete Pass,0,0,1,4,7,19,18
14,Incomplete Pass,0,0,2,4,7,19,18
27,Incomplete Pass,0,0,3,4,7,19,18
4,Complete,0,0,1,4,7,19,20
11,Complete,0,0,1,4,7,19,20
0,Complete,0,0,1,4,7,19,20
7,Complete,0,0,2,4,7,19,20
20,Incomplete Pass,0,0,1,4,7,19,20
14,Incomplete Pass,0,1,2,4,7,19,20
0,Complete,0,0,3,4,7,22,22
13,Incomplete Pass,0,0,2,1,0,0,1
29,Incomplete Pass,0,0,3,1,0,0,1
5,Complete,0,0,2,1,0,0,3
8,Complete,0,0,1,1,0,0,5
6,Incomplete Pass,0,0,2,1,0,0,5
5,Incomplete Pass,0,0,3,1,0,0,7
1,Complete,0,0,1,2,3,3,9
3,Complete,0,0,3,2,3,3,9
3,Incomplete Pass,0,0,2,2,3,3,9
7,Complete,0,0,3,2,3,3,13
0,Complete,0,0,2,2,3,3,13
16,Complete,0,0,1,2,3,3,13
0,Complete,0,0,2,2,3,3,13
6,Complete,0,0,2,3,10,9,17
6,Incomplete Pass,0,0,2,3,10,9,17
8,Incomplete Pass,0,0,3,3,10,9,17
7,Complete,0,0,1,3,10,9,19
8,Complete,0,0,2,4,10,9,21
11,Complete,0,0,1,4,10,9,23
14,Incomplete Pass,0,0,1,4,10,9,23
7,Incomplete Pass,0,0,2,4,10,9,23
9,Complete,0,0,3,4,10,9,23
8,Complete,0,0,1,4,10,9,23
2,Complete,0,0,1,4,10,9,23
10,Incomplete Pass,0,0,3,1,0,0,1
10,Complete,0,0,1,1,0,7,3
3,Complete,0,0,2,1,0,7,3
34,Incomplete Pass,0,0,2,1,3,7,5
14,Complete,0,0,1,1,3,7,7
29,Complete,1,0,1,1,3,7,7
1,Complete,0,0,1,2,10,7,9
26,Incomplete Pass,0,1,1,2,10,7,9
15,Complete,0,0,2,2,10,14,11
-6,Complete,0,0,1,2,10,14,11
21,Incomplete Pass,0,0,2,2,10,14,11
3,Complete,0,0,3,2,10,14,11
5,Complete,0,0,1,2,19,21,14
5,Complete,0,0,2,2,19,21,14
7,Complete,0,0,3,2,19,21,14
4,Complete,0,0,1,3,19,28,17
20,Complete,0,0,2,3,19,28,17
2,Complete,0,0,1,3,19,28,17
-8,Incomplete Pass,0,0,1,3,19,28,17
12,Complete,1,0,2,3,19,28,17
10,Incomplete Pass,0,0,2,3,26,28,19
7,Complete,0,0,3,3,26,28,19
4,Complete,0,0,2,4,26,28,19
13,Incomplete Pass,0,0,3,4,26,28,19
13,Complete,0,0,1,4,29,28,21
5,Incomplete Pass,0,0,1,4,29,28,21
24,Incomplete Pass,0,0,2,4,29,28,21
12,Incomplete Pass,0,0,3,4,29,28,21
9,Complete,0,0,1,4,29,28,23
12,Complete,0,0,2,4,29,28,23
21,Complete,0,0,1,4,32,36,25
54,Incomplete Pass,0,1,1,4,32,36,25
33,Complete,0,0,2,1,0,0,2
2,Complete,0,0,1,1,7,0,4
19,Incomplete Pass,0,0,2,1,7,0,4
8,Complete,0,0,3,1,7,0,4
1,Incomplete Pass,0,0,1,1,7,0,4
5,Complete,0,0,3,1,7,0,4
0,Complete,0,0,2,1,7,0,4
8,Complete,1,0,2,1,7,0,4
5,Complete,0,0,3,1,14,0,6
3,Complete,0,0,2,1,14,0,6
-1,Complete,0,0,1,1,14,0,6
16,Complete,1,0,1,2,14,0,6
37,Incomplete Pass,0,0,1,2,21,7,8
7,Complete,0,0,2,2,21,7,8
5,Incomplete Pass,0,0,2,2,21,7,8
0,Complete,0,0,1,2,24,14,10
3,Complete,0,0,1,2,30,14,12
19,Complete,0,0,2,2,30,14,12
18,Incomplete Pass,0,0,1,2,30,14,12
16,Incomplete Pass,0,1,2,2,30,14,12
21,Incomplete Pass,0,0,1,3,30,14,14
15,Complete,0,0,2,3,30,14,14
4,Complete,0,0,1,3,30,14,14
4,Complete,0,0,3,3,30,14,14
5,Complete,0,0,2,3,30,14,14
3,Complete,0,0,3,3,30,14,14
4,Complete,0,0,4,3,30,14,14
10,Complete,1,0,3,3,30,14,14
-1,Complete,0,0,3,3,37,14,16
7,Complete,0,0,1,3,37,14,18
33,Incomplete Pass,0,0,2,4,37,14,18
6,Complete,0,0,3,4,37,14,18
-1,Complete,1,0,2,4,37,14,18
4,Incomplete Pass,0,0,3,4,44,14,20
14,Incomplete Pass,0,0,2,1,0,3,2
-1,Complete,0,0,3,1,0,3,2
6,Complete,0,0,2,1,0,3,2
22,Incomplete Pass,0,0,2,1,0,3,2
4,Incomplete Pass,0,0,3,1,0,3,2
13,Incomplete Pass,0,0,2,2,0,6,4
7,Incomplete Pass,0,0,3,2,0,6,4
9,Incomplete Pass,0,0,1,2,0,16,8
6,Complete,1,0,2,2,0,16,8
16,Complete,0,0,1,2,7,23,10
20,Incomplete Pass,0,0,2,2,7,23,10
29,Incomplete Pass,0,0,3,2,7,23,10
1,Complete,0,0,1,3,7,23,13
0,Complete,0,0,2,3,7,23,13
4,Complete,1,0,4,3,7,23,13
0,Incomplete Pass,0,0,NA,3,13,23,13
15,Incomplete Pass,0,0,2,4,13,26,15
46,Complete,1,0,2,4,13,26,15
5,Complete,0,0,1,4,20,32,17
1,Complete,0,0,1,4,20,38,18
23,Incomplete Pass,0,0,1,4,20,38,18
46,Incomplete Pass,0,0,3,4,20,38,18
37,Incomplete Pass,0,0,1,4,20,38,20
3,Complete,0,0,2,4,20,38,20
34,Complete,1,0,3,4,20,38,20
0,Incomplete Pass,0,0,NA,4,26,38,20
21,Incomplete Pass,0,0,1,4,26,41,22
2,Complete,0,0,2,4,26,41,22
21,Complete,0,0,1,4,26,41,22
42,Complete,0,0,2,4,26,41,22
1,Complete,1,0,2,4,26,41,22
0,Complete,0,0,1,1,0,0,1
6,Complete,0,0,1,1,0,0,1
6,Incomplete Pass,0,0,1,1,0,0,1
9,Incomplete Pass,0,0,3,1,0,0,1
7,Incomplete Pass,0,0,2,1,3,0,3
14,Incomplete Pass,0,0,3,1,3,0,3
15,Complete,0,0,1,1,3,3,5
7,Complete,0,0,2,1,3,3,5
35,Complete,1,0,2,1,3,3,5
5,Incomplete Pass,0,0,1,2,16,3,8
6,Complete,0,0,1,2,16,3,10
1,Complete,0,0,2,2,16,3,10
-2,Complete,1,0,2,2,16,3,10
2,Incomplete Pass,0,0,1,2,24,3,12
11,Incomplete Pass,0,0,1,2,24,3,14
3,Complete,0,0,2,2,24,3,14
-5,Complete,0,0,2,3,24,3,16
-4,Complete,0,0,3,3,24,3,16
-5,Complete,0,0,2,3,26,3,18
14,Incomplete Pass,0,0,2,3,26,3,18
3,Complete,0,0,3,3,26,3,18
1,Incomplete Pass,0,0,2,3,26,3,18
-1,Complete,0,0,3,3,26,3,18
11,Complete,0,0,2,3,26,3,18
3,Complete,1,0,3,3,26,3,18
5,Complete,0,0,2,4,33,3,20
24,Incomplete Pass,1,1,2,4,33,3,20
7,Incomplete Pass,0,0,2,4,33,9,21
38,Incomplete Pass,0,0,3,4,33,9,23
5,Complete,0,0,3,1,0,0,1
56,Complete,1,0,2,1,0,0,1
23,Complete,0,0,1,1,7,0,3
10,Incomplete Pass,0,0,2,1,7,0,3
7,Incomplete Pass,1,1,3,1,7,0,3
-1,Complete,0,0,2,1,7,6,4
-3,Complete,0,0,2,1,7,6,4
17,Complete,0,0,1,1,7,6,4
19,Incomplete Pass,0,0,2,1,14,13,6
7,Complete,0,0,1,2,14,13,8
24,Incomplete Pass,0,0,1,2,14,13,8
21,Incomplete Pass,0,0,1,2,14,13,8
22,Complete,0,0,2,2,14,13,8
20,Complete,1,0,2,2,14,13,8
4,Incomplete Pass,0,0,3,2,21,20,10
20,Complete,0,0,2,2,21,20,12
1,Complete,0,0,2,2,21,20,12
44,Incomplete Pass,0,0,3,2,21,20,12
17,Complete,0,0,1,3,21,20,15
13,Incomplete Pass,0,0,1,3,21,20,15
23,Incomplete Pass,0,0,2,3,21,20,15
6,Complete,0,0,3,3,21,20,15
-4,Complete,0,0,3,4,24,26,19
19,Complete,0,0,1,4,24,26,21
36,Complete,0,0,2,4,24,26,21
2,Complete,1,0,2,4,24,26,21
48,Incomplete Pass,0,1,2,4,38,40,27
C.Palmer,ARI,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
-2,Complete,0,0,1,1,0,0,1
7,Complete,0,0,3,1,0,0,1
7,Incomplete Pass,0,0,2,1,0,0,1
7,Incomplete Pass,0,1,3,1,0,0,1
-2,Complete,0,0,1,1,6,0,4
10,Incomplete Pass,0,0,3,1,6,0,6
-1,Complete,0,0,1,1,6,0,6
-5,Complete,0,0,3,1,6,0,6
11,Incomplete Pass,0,0,1,2,9,0,8
6,Complete,0,0,3,2,9,0,8
-1,Incomplete Pass,0,0,1,2,9,0,8
24,Incomplete Pass,0,1,2,2,9,0,8
9,Incomplete Pass,0,1,1,2,9,6,10
26,Incomplete Pass,0,0,2,2,9,6,10
30,Incomplete Pass,0,0,3,2,9,6,10
15,Incomplete Pass,0,0,1,2,9,6,12
12,Complete,0,0,2,2,9,6,12
11,Complete,0,0,1,2,9,6,12
12,Complete,0,0,1,2,9,6,12
12,Incomplete Pass,0,0,1,2,9,6,12
9,Complete,0,0,3,2,9,6,12
14,Incomplete Pass,0,0,1,2,9,6,12
4,Incomplete Pass,0,0,2,2,9,6,12
14,Incomplete Pass,0,0,3,2,9,6,12
-4,Complete,0,0,2,3,9,9,15
12,Incomplete Pass,0,0,1,3,9,9,15
14,Complete,0,0,2,3,9,9,15
0,Complete,0,0,1,3,9,9,15
2,Complete,0,0,2,3,9,9,15
3,Complete,0,0,3,3,9,9,15
15,Incomplete Pass,0,0,1,3,9,9,15
19,Complete,0,0,2,3,9,9,15
5,Complete,0,0,1,3,16,15,19
8,Complete,0,0,2,3,16,15,19
11,Complete,0,0,1,4,16,21,21
5,Incomplete Pass,0,0,1,4,16,21,21
-4,Complete,0,0,2,4,16,21,21
19,Incomplete Pass,0,0,3,4,16,21,21
10,Incomplete Pass,1,1,1,4,16,28,23
5,Complete,0,0,1,4,16,34,24
6,Complete,0,0,1,4,16,34,24
31,Incomplete Pass,0,0,2,4,16,34,24
11,Complete,0,0,3,4,16,34,24
28,Incomplete Pass,0,0,1,4,16,34,24
9,Complete,0,0,2,4,16,34,24
5,Complete,0,0,3,4,16,34,24
1,Complete,1,0,1,4,16,34,24
0,Incomplete Pass,0,0,NA,4,22,34,24
16,Incomplete Pass,0,0,3,1,0,0,1
10,Incomplete Pass,0,0,3,1,0,7,3
23,Complete,0,0,1,1,0,10,5
9,Complete,0,0,2,1,0,10,5
-5,Complete,0,0,2,2,0,10,5
15,Complete,0,0,3,2,0,10,5
1,Incomplete Pass,0,0,4,2,0,10,5
40,Incomplete Pass,0,0,1,2,0,10,7
15,Complete,0,0,2,2,0,10,7
0,Complete,0,0,3,2,0,10,7
5,Incomplete Pass,0,0,1,2,0,10,7
11,Complete,0,0,2,2,0,10,7
9,Incomplete Pass,0,0,2,2,0,10,7
9,Complete,0,0,3,2,0,10,7
9,Incomplete Pass,1,0,2,2,0,10,7
9,Incomplete Pass,0,0,3,2,0,10,7
13,Incomplete Pass,0,0,2,2,3,10,9
14,Complete,0,0,3,2,3,10,9
22,Complete,0,0,2,2,3,10,9
7,Complete,0,0,1,2,3,10,9
23,Incomplete Pass,0,1,1,2,3,10,9
-3,Complete,0,0,2,3,3,10,12
4,Incomplete Pass,0,0,3,3,3,10,12
1,Complete,0,0,3,3,3,10,14
-1,Incomplete Pass,0,0,2,3,3,10,14
15,Incomplete Pass,0,0,3,3,3,10,14
-4,Complete,0,0,2,4,3,13,16
43,Complete,1,0,1,4,3,13,16
22,Complete,0,0,2,4,10,13,18
2,Incomplete Pass,0,0,3,4,10,13,18
5,Complete,0,0,1,4,13,13,20
25,Incomplete Pass,0,0,1,4,13,13,20
22,Incomplete Pass,0,0,2,4,13,13,20
6,Incomplete Pass,0,0,3,4,13,13,20
5,Complete,0,0,1,4,13,13,22
17,Complete,0,0,1,1,0,0,1
6,Complete,0,0,2,1,0,0,1
-2,Complete,0,0,1,1,0,0,1
7,Complete,0,0,2,1,0,0,1
25,Complete,1,0,3,1,0,0,1
4,Complete,0,0,1,1,7,0,3
-2,Complete,0,0,2,1,7,0,3
4,Complete,0,0,2,1,7,0,3
2,Complete,0,0,3,1,7,0,3
-1,Complete,0,0,2,1,7,0,3
14,Complete,0,0,3,1,7,0,3
0,Incomplete Pass,0,0,1,1,7,0,3
0,Complete,0,0,2,1,7,0,3
3,Incomplete Pass,0,0,1,2,7,0,5
5,Complete,0,0,3,2,7,0,5
2,Complete,0,0,2,2,7,0,5
8,Incomplete Pass,0,0,3,2,7,0,5
0,Complete,0,0,2,2,7,0,7
4,Incomplete Pass,0,0,3,3,7,7,11
-1,Complete,0,0,2,3,7,14,13
4,Complete,0,0,3,3,7,14,13
7,Incomplete Pass,0,0,2,3,7,14,13
20,Incomplete Pass,0,0,3,3,7,14,13
34,Complete,0,0,1,3,7,14,15
-1,Complete,0,0,1,3,7,14,15
15,Complete,1,0,2,3,7,14,15
3,Complete,0,0,2,3,14,14,17
4,Incomplete Pass,0,0,3,4,14,14,17
10,Incomplete Pass,0,0,1,4,14,21,19
15,Complete,0,0,2,4,14,21,19
0,Incomplete Pass,0,0,1,4,14,21,19
-10,Incomplete Pass,0,0,2,4,14,21,19
24,Complete,0,0,3,4,14,21,19
33,Incomplete Pass,0,0,2,4,14,21,19
2,Complete,0,0,3,4,14,21,19
2,Complete,0,0,1,4,14,21,19
11,Incomplete Pass,0,0,1,4,14,21,19
19,Incomplete Pass,0,0,2,4,14,21,19
10,Incomplete Pass,0,0,3,4,14,21,19
15,Incomplete Pass,0,0,1,4,17,28,21
20,Incomplete Pass,0,0,3,4,17,28,21
18,Complete,0,0,1,4,17,28,23
6,Complete,0,0,1,4,17,28,23
5,Complete,0,0,2,4,17,28,23
3,Incomplete Pass,0,0,1,4,17,28,23
5,Incomplete Pass,0,0,2,4,17,28,23
2,Complete,0,0,3,4,17,28,23
2,Incomplete Pass,0,0,4,4,17,28,23
18,Incomplete Pass,0,0,1,1,0,0,1
5,Complete,0,0,3,1,0,0,1
12,Complete,0,0,2,1,0,0,1
32,Incomplete Pass,0,0,1,1,0,0,1
15,Complete,0,0,3,1,0,0,1
17,Complete,0,0,2,1,0,0,1
-2,Complete,0,0,2,1,0,0,1
4,Incomplete Pass,0,1,3,1,0,0,1
8,Incomplete Pass,0,0,3,1,0,0,3
17,Complete,0,0,1,1,0,3,5
7,Complete,0,0,1,1,0,3,5
9,Complete,0,0,1,1,0,3,5
24,Complete,0,0,2,2,0,3,5
15,Incomplete Pass,0,0,1,2,0,3,5
3,Complete,0,0,2,2,0,3,5
12,Incomplete Pass,1,0,3,2,0,3,5
34,Incomplete Pass,0,0,1,2,3,6,7
16,Complete,0,0,2,2,3,6,7
8,Incomplete Pass,0,0,2,2,3,6,7
5,Complete,0,0,3,2,3,6,7
3,Complete,0,0,1,2,3,6,7
-3,Incomplete Pass,0,0,1,2,3,6,7
12,Incomplete Pass,0,0,2,2,3,6,7
-2,Complete,0,0,1,2,3,6,9
3,Incomplete Pass,0,0,2,2,3,6,9
3,Incomplete Pass,0,0,3,2,3,6,9
3,Complete,0,0,1,2,6,6,11
4,Incomplete Pass,0,0,1,3,6,9,13
6,Complete,0,0,2,3,6,9,13
8,Complete,0,0,2,3,9,12,15
8,Complete,0,0,1,3,9,12,15
4,Incomplete Pass,0,0,3,4,9,12,15
5,Complete,0,0,1,4,9,12,17
4,Complete,0,0,1,4,9,12,17
7,Complete,0,0,2,4,9,12,17
0,Complete,0,0,1,4,9,12,17
2,Incomplete Pass,0,0,2,4,9,12,17
10,Complete,0,0,3,4,9,12,17
-1,Complete,0,0,1,4,12,12,19
11,Incomplete Pass,0,0,3,4,12,12,19
7,Incomplete Pass,0,0,2,4,12,12,21
-1,Complete,0,0,1,4,12,12,23
3,Complete,0,0,3,4,12,12,23
5,Complete,0,0,1,5,12,15,27
1,Complete,0,0,1,5,12,15,27
17,Complete,0,0,1,5,12,15,27
11,Complete,0,0,1,5,12,15,27
25,Incomplete Pass,0,0,1,5,12,15,27
-1,Complete,0,0,1,5,12,15,27
19,Complete,1,0,2,5,12,15,27
5,Incomplete Pass,0,0,2,1,0,0,1
6,Incomplete Pass,0,0,3,1,0,0,1
14,Incomplete Pass,0,0,1,1,0,7,3
5,Complete,0,0,3,1,0,7,3
14,Incomplete Pass,0,0,2,1,0,14,5
-3,Complete,0,0,3,1,0,14,5
28,Incomplete Pass,0,0,1,1,0,21,7
2,Complete,0,0,2,1,0,21,7
19,Complete,0,0,3,2,0,21,7
-2,Incomplete Pass,0,0,2,2,0,21,7
10,Complete,0,0,3,2,0,21,7
13,Complete,1,0,3,2,0,21,7
-4,Complete,0,0,3,2,7,21,9
-1,Incomplete Pass,0,0,3,2,7,21,11
13,Complete,0,0,1,2,7,21,13
32,Incomplete Pass,0,0,1,2,7,21,13
14,Complete,0,0,2,2,7,21,13
17,Complete,0,0,1,2,7,21,13
-5,Complete,0,0,2,3,7,24,15
0,Complete,0,0,3,3,7,24,15
15,Complete,0,0,1,3,7,31,17
11,Incomplete Pass,0,0,3,3,7,31,17
0,Complete,0,0,1,3,7,31,19
-5,Incomplete Pass,0,0,1,3,7,31,19
-6,Complete,0,0,2,3,7,31,19
16,Incomplete Pass,0,0,3,4,7,31,19
1,Complete,0,0,4,4,7,31,19
32,Incomplete Pass,0,0,1,4,7,31,19
10,Complete,0,0,2,4,7,31,19
-1,Complete,0,0,3,4,7,31,19
14,Complete,0,0,4,4,7,31,19
37,Incomplete Pass,0,0,1,4,7,31,19
0,Complete,0,0,2,4,7,31,19
18,Incomplete Pass,0,0,3,4,7,31,19
6,Complete,0,0,4,4,7,31,19
15,Complete,0,0,1,4,7,34,21
7,Complete,0,0,1,4,7,34,21
4,Complete,0,0,2,4,7,34,21
38,Incomplete Pass,0,0,1,4,7,34,21
8,Incomplete Pass,0,0,2,4,7,34,21
8,Complete,0,0,3,4,7,34,21
12,Complete,1,0,1,4,7,34,21
-2,Complete,0,0,2,1,0,0,1
3,Complete,0,0,1,1,0,0,1
4,Complete,0,0,2,1,7,0,3
14,Complete,0,0,3,1,7,0,3
15,Complete,0,0,1,1,7,0,3
13,Complete,1,0,1,1,7,0,3
9,Complete,0,0,1,1,14,0,5
16,Complete,0,0,3,2,14,0,5
18,Complete,0,0,1,2,14,0,5
11,Complete,1,0,1,2,14,0,5
13,Complete,0,0,1,2,21,0,7
15,Complete,0,0,1,2,21,0,7
15,Complete,0,0,2,2,21,0,7
15,Complete,1,0,2,3,24,0,11
40,Incomplete Pass,0,1,1,3,31,6,13
6,Complete,0,0,3,3,31,6,15
5,Incomplete Pass,0,0,3,3,31,6,15
2,Complete,1,0,1,4,31,12,17
8,Complete,0,0,3,4,31,18,18
6,Incomplete Pass,0,0,2,4,31,18,18
14,Complete,0,0,3,4,31,18,18
4,Incomplete Pass,0,0,4,4,38,24,22
14,Complete,0,0,1,1,0,0,1
7,Complete,0,0,3,1,0,0,1
15,Complete,0,0,1,1,0,0,1
0,Incomplete Pass,0,0,2,1,0,0,1
3,Complete,0,0,3,1,0,0,1
-3,Complete,0,0,1,1,0,3,3
5,Incomplete Pass,0,0,3,1,0,3,3
0,Incomplete Pass,0,0,1,1,0,3,5
11,Incomplete Pass,0,0,2,1,0,3,5
12,Complete,0,0,3,1,0,3,5
5,Complete,0,0,1,2,0,6,7
4,Complete,0,0,1,2,0,6,7
2,Complete,0,0,2,2,0,6,7
5,Incomplete Pass,0,0,1,2,0,6,7
15,Incomplete Pass,0,0,2,2,0,6,7
15,Complete,0,0,3,2,0,6,7
20,Incomplete Pass,0,0,2,2,0,6,7
29,Incomplete Pass,0,1,1,2,0,6,9
M.Stafford,DET,AirYards,Completion,Touchdown,Interception,Down,Quarter,offScore
3,Incomplete Pass,1,1,2,1,0,0,2
2,Complete,0,0,2,1,0,6,3
28,Incomplete Pass,0,0,3,1,0,6,3
3,Complete,0,0,2,1,0,6,5
-2,Complete,0,0,2,1,0,9,7
2,Complete,0,0,3,1,0,9,7
6,Complete,0,0,2,1,0,9,7
16,Complete,0,0,3,2,0,9,7
4,Complete,0,0,2,2,0,9,7
-1,Complete,0,0,3,2,0,9,7
1,Complete,0,0,2,2,0,9,9
11,Incomplete Pass,0,0,2,2,0,9,9
5,Complete,0,0,3,2,0,9,9
5,Complete,0,0,1,2,0,9,9
6,Complete,1,0,2,2,0,9,9
4,Complete,0,0,2,2,6,9,11
1,Complete,0,0,3,2,6,9,11
1,Complete,0,0,1,2,6,9,13
11,Incomplete Pass,0,0,1,2,6,9,13
13,Incomplete Pass,0,0,2,2,6,9,13
11,Complete,0,0,3,2,6,9,13
1,Incomplete Pass,0,0,1,2,6,9,13
6,Incomplete Pass,0,0,2,2,6,9,13
2,Complete,0,0,3,2,6,9,13
0,Complete,0,0,2,3,9,9,14
7,Complete,0,0,3,3,9,9,14
4,Complete,0,0,2,3,9,9,14
1,Incomplete Pass,0,0,3,3,9,9,14
20,Complete,0,0,1,3,9,16,16
13,Incomplete Pass,0,0,2,3,9,16,16
26,Incomplete Pass,0,0,3,3,9,16,16
2,Complete,1,0,2,3,9,16,18
0,Incomplete Pass,0,0,NA,3,15,16,18
1,Incomplete Pass,0,0,1,4,15,16,20
-1,Complete,0,0,2,4,15,16,20
16,Complete,0,0,3,4,15,16,20
10,Complete,0,0,1,4,15,16,20
16,Complete,0,0,2,4,15,16,20
10,Complete,1,0,2,4,15,16,20
0,Incomplete Pass,0,0,NA,4,21,16,20
10,Complete,0,0,1,4,21,16,22
44,Complete,1,0,2,4,21,16,22
12,Complete,0,0,2,1,0,0,1
3,Complete,0,0,3,1,0,0,1
44,Incomplete Pass,0,0,1,1,0,0,3
2,Complete,0,0,3,1,0,0,3
-5,Complete,0,0,2,1,0,0,3
27,Complete,1,0,3,1,0,0,3
3,Incomplete Pass,0,0,1,2,7,7,5
-4,Complete,0,0,2,2,7,7,5
0,Complete,0,0,3,2,7,7,5
0,Complete,0,0,2,2,7,7,5
0,Complete,0,0,2,2,7,7,7
7,Complete,1,0,3,2,7,7,7
38,Incomplete Pass,0,0,2,2,14,7,9
51,Incomplete Pass,0,0,3,2,14,7,9
6,Complete,0,0,1,2,14,7,11
28,Incomplete Pass,0,0,2,2,14,7,11
-2,Complete,0,0,3,2,14,7,11
3,Complete,0,0,3,3,17,7,14
3,Complete,0,0,3,3,17,10,16
0,Complete,0,0,2,3,17,10,16
12,Incomplete Pass,0,0,3,4,17,10,16
5,Complete,0,0,1,1,0,7,2
5,Complete,0,0,3,1,0,7,2
7,Complete,0,0,2,1,0,7,2
-2,Complete,0,0,1,1,0,7,2
2,Complete,0,0,3,1,0,7,2
4,Complete,0,0,2,2,0,10,4
1,Incomplete Pass,0,0,3,2,0,10,4
17,Complete,0,0,1,2,3,17,6
36,Incomplete Pass,0,0,1,2,3,17,6
5,Complete,0,0,2,2,3,17,6
5,Complete,0,0,2,2,3,17,6
3,Incomplete Pass,0,0,3,2,3,17,6
5,Incomplete Pass,0,0,1,2,12,20,9
37,Incomplete Pass,0,0,2,2,12,20,9
12,Incomplete Pass,0,0,3,2,12,20,9
12,Incomplete Pass,0,0,1,3,12,20,11
2,Complete,0,0,2,3,12,23,13
3,Complete,0,0,2,3,12,23,13
17,Complete,0,0,3,3,12,23,13
-4,Complete,0,0,2,3,12,23,13
5,Complete,1,0,2,3,12,23,13
10,Complete,0,0,2,3,19,23,15
1,Incomplete Pass,0,0,3,3,19,23,15
29,Incomplete Pass,0,0,2,4,22,30,17
14,Complete,0,0,3,4,22,30,17
5,Incomplete Pass,0,0,2,4,22,30,17
4,Incomplete Pass,0,0,3,4,22,30,17
11,Incomplete Pass,0,0,1,4,25,30,19
3,Complete,0,0,3,4,25,30,19
2,Incomplete Pass,0,0,1,4,25,30,21
4,Incomplete Pass,0,0,2,4,25,30,21
20,Incomplete Pass,0,0,3,4,25,30,21
15,Complete,0,0,1,4,25,30,23
24,Complete,0,0,1,4,25,30,23
3,Complete,0,0,1,4,25,30,23
15,Incomplete Pass,0,0,1,4,25,30,23
14,Complete,0,0,1,4,25,30,23
14,Incomplete Pass,0,0,1,4,25,30,23
15,Incomplete Pass,0,0,2,4,25,30,23
1,Incomplete Pass,0,0,1,4,25,30,23
1,Incomplete Pass,0,0,2,4,25,30,23
1,Complete,1,0,3,4,25,30,23
-2,Complete,0,0,3,1,0,0,1
13,Incomplete Pass,0,0,3,1,0,0,1
-5,Incomplete Pass,0,0,1,1,0,0,3
8,Incomplete Pass,0,0,3,1,0,0,3
5,Incomplete Pass,0,0,2,1,0,0,5
4,Complete,0,0,3,1,0,0,5
5,Complete,0,0,2,1,0,0,5
23,Incomplete Pass,0,0,2,1,0,0,5
35,Complete,0,0,3,1,0,0,5
1,Complete,0,0,2,2,0,0,5
-2,Complete,0,0,1,2,0,0,5
-1,Complete,0,0,3,2,0,0,5
-3,Complete,0,0,1,2,3,0,7
8,Incomplete Pass,0,0,2,2,3,0,7
